epoch,lr,train_loss,val_loss,val_mean_auc,auc_any,auc_epidural,auc_intraparenchymal,auc_intraventricular,auc_subarachnoid,auc_subdural
12,0.00025,0.10817053500733803,0.15736582713603633,0.9004498557685645,0.9196931394331049,0.8322251526222433,0.9219343018671827,0.9633037559295783,0.8821834696218959,0.883359315137382
13,0.00025,0.10829190244538046,0.10324511457675856,0.9271570154646311,0.9415524720802729,0.8592289773079469,0.9552332513544737,0.9756897256604471,0.9170658371377096,0.9141718292469366
14,0.00025,0.10841214157102991,0.10207245039193605,0.9286350813295909,0.9419948350144426,0.862749450193876,0.9532726387557842,0.9754884348448919,0.9187965364029186,0.9195085927656316
15,0.00025,0.1085283082910364,0.11080464055827684,0.9198812213751856,0.9362719681220648,0.8422229520164335,0.9484113939532568,0.9724968691751261,0.9141246648240454,0.9057594801601871
16,0.00025,0.10853050700171586,0.10799771271891914,0.9264681529088928,0.9416385358247643,0.8573254619157062,0.9527920869422845,0.9757956790010303,0.9156898406886835,0.9155673130808886
17,0.00025,0.1084973101255348,0.11363571511208398,0.9240587164966366,0.9374353070806472,0.8595757734451714,0.9474408503324279,0.9740835791495408,0.9134624141824121,0.9123543747896207
18,0.00025,0.10852958631498551,0.11631521801903626,0.9231344853863228,0.9370115391852588,0.8594939737588333,0.9503029989649839,0.9763037743869174,0.9136672543471731,0.9020273716747703
19,0.000125,0.10411266879667573,0.10543792562442982,0.9296076629353517,0.944408856095224,0.8667858870116256,0.9499970860594975,0.9766766115892149,0.9195863285154053,0.9201912083411419
20,0.000125,0.1040108514947337,0.10274513737458744,0.9296296710338772,0.9439585501305809,0.8668949676487635,0.9460340467937384,0.9765412454833613,0.9217131850591349,0.9226360310876839
21,0.000125,0.10431607369648388,0.11108033251687806,0.9260378652749665,0.9432959518242106,0.8497589477633678,0.9494374823647931,0.9759826108909948,0.9197075138185795,0.9180446849878532
22,0.000125,0.10437342993558738,0.1037286717954083,0.9312037223913547,0.9446011159373778,0.8719216770809106,0.9481228669075472,0.9767018575022015,0.9214918106138421,0.9243830063062499
23,0.000125,0.10484684512334337,0.11901255613321454,0.9233060683975282,0.9397893240509659,0.8633457029998858,0.9429847703779684,0.9713832825086155,0.9128165015221235,0.9095168289256095
24,0.000125,0.10483316884729446,0.11945616676369954,0.9177970180987467,0.9341681914526629,0.847987045692312,0.9430305368448416,0.9662972510388413,0.9060253996229406,0.9092736839408812
25,0.000125,0.10506132679684294,0.10661893000867337,0.9307409094478348,0.9448414096705157,0.8692720794835681,0.9497017885023652,0.9764012229266603,0.9254964828485744,0.9187324732553249
26,0.000125,0.10501549504821285,0.10453224760852588,0.9304100520118036,0.9440358030521765,0.8678886719650418,0.952694278280301,0.9779231426912689,0.9211694225698446,0.9187489935121891
27,6.25e-05,0.10182877954045692,0.10604350861870623,0.9302366070264312,0.9470299225344119,0.8635277774468381,0.9496414581999733,0.976884117147817,0.923368006836551,0.9209683599929953
28,6.25e-05,0.10178842962657624,0.10341456284670394,0.9328264192602997,0.9484261840191417,0.8667918439280977,0.9539359865550393,0.9785332061907286,0.9282454075903321,0.9210258872784585
29,6.25e-05,0.10201582212741128,0.10349237302807153,0.9330219454470273,0.9486970810842137,0.8723984030629256,0.9485370591041788,0.9770267956451082,0.9260964477581318,0.9253758860276047
30,6.25e-05,0.10207077659619267,0.12950309179749242,0.9146671911248757,0.927380992240292,0.8624683096360289,0.9388407910523174,0.9651940617611634,0.8908628401437962,0.9032561519156561
31,6.25e-05,0.10234470120715676,0.10952759088451267,0.9287263760086851,0.946720571776818,0.8548905507246978,0.9506665355328252,0.9753694834521425,0.9272823559263098,0.9174287586393168
32,6.25e-05,0.10241969197178803,0.11229430833816262,0.9278634702077698,0.9445318390913315,0.8646976856257187,0.9473942390183752,0.969821207765109,0.9180226327466383,0.9227132169994462
33,6.25e-05,0.10250857639863015,0.10620011609087042,0.9323872421842051,0.9476791555444126,0.8679350754810383,0.9534394726057129,0.9763809256443083,0.9267067792277615,0.9221820446019972
34,3.125e-05,0.10031419698144342,0.10355877363213693,0.9348100801156044,0.9508772019356299,0.8719177058032624,0.9539540705871382,0.9769092024935329,0.9291950637978247,0.9260072360762382
35,3.125e-05,0.10034221999380513,0.10251103134186007,0.9344925283761213,0.9505136673111203,0.8705854716505166,0.9517750493472892,0.9773545450313754,0.9323864704632736,0.9243399664531526
36,3.125e-05,0.10046498757202539,0.10332365921620436,0.9330753287366443,0.9497184670181352,0.8704706499272135,0.9465526871342369,0.976496868374922,0.9273662738288073,0.9278470261365506
37,3.125e-05,0.10056387760848164,0.10329219667220614,0.9326960833895382,0.9485634029775257,0.8677971383318596,0.9530044564906441,0.9772622951860489,0.9272257353887742,0.9223234719623767
38,3.125e-05,0.10069847621576532,0.10231904987378244,0.9335349535441396,0.948669054549811,0.8691084801108918,0.9516355283114939,0.9767785875995382,0.9294706364486839,0.9255474342444193
39,1.5625e-05,0.09933479039223174,0.09995074874083888,0.9358270271947893,0.9516492268549962,0.8726051253309326,0.9515244250404256,0.9770305281760867,0.9322582066114117,0.9298946511548826
40,1.5625e-05,0.09938584249820782,0.1100672925187357,0.9314501461055587,0.9492120016657477,0.8673150381752013,0.9466849682990652,0.9748027152062333,0.9265159508989778,0.9241702023881269
41,1.5625e-05,0.09937562921165047,0.10261065297072981,0.9360400853699181,0.9527831068469823,0.8740345910369643,0.9507092218276908,0.976514675548455,0.9319682550450952,0.9302306619143216
42,1.5625e-05,0.0993460125212815,0.10178993144447875,0.9365403072586188,0.9530022811849052,0.8728836759250962,0.9541340367259763,0.9777866631435224,0.9320646850577803,0.9293705015144318
43,1.5625e-05,0.09958093185998358,0.11880933353694094,0.9228216234270121,0.9388839895493425,0.8698645768422368,0.9392458346491698,0.9639771750624099,0.9043362804515493,0.9206218840073637
44,1.5625e-05,0.09952991387743303,0.1020082679420774,0.9354066549918945,0.9522472550834906,0.8714697068351042,0.9523794240755006,0.9759305133923158,0.9330078928369759,0.9274051377279793
45,1.5625e-05,0.09958534860061262,0.10709022653061483,0.9329380953425624,0.9514332629180126,0.8707841650311046,0.9451780914385925,0.9730052725343029,0.9307009514189741,0.9265268287143875
46,1.5625e-05,0.0995165318760979,0.10303234064397578,0.9355253465272279,0.9514666477832737,0.8748676096897102,0.9517332626582162,0.9768475867776338,0.9292432788041673,0.9289936934503653
47,7.8125e-06,0.09883641169415633,0.0994737410463085,0.9371324478834867,0.9523303339956026,0.8742143129335708,0.9556627935638602,0.9785832873856489,0.9327009515760136,0.9293030078462232
48,7.8125e-06,0.0987483577258176,0.1041429864935038,0.9351469253953653,0.9525411529579775,0.872543743191633,0.9474793495490276,0.9761362948269467,0.9324284411924736,0.9297525706541335
49,7.8125e-06,0.09875094006046495,0.1081192661869536,0.9300679376879674,0.9455005403990532,0.8732522925063545,0.9448571199144014,0.9708671008496914,0.9212897539715547,0.9246408184867487
50,7.8125e-06,0.0988136992545762,0.10524562868249926,0.9352256189847719,0.9523301314149213,0.8753411629662129,0.9478988533311659,0.9758807217449327,0.9315706039297607,0.9283322405216374
51,7.8125e-06,0.09893013544825462,0.1088408450720304,0.9321850518643027,0.9483486796676223,0.8757965864969308,0.9487701919453678,0.971723250800949,0.9227361609760121,0.9257354412989345
52,3.90625e-06,0.09837147963278466,0.10387563875294013,0.9353174219108037,0.9522134047136852,0.8735772034504532,0.9514513868283787,0.9759321743422789,0.9311956194815637,0.9275347426484633
53,3.90625e-06,0.0982997161428967,0.1042889108253555,0.9353408770698041,0.9522003799252693,0.87397305781645,0.9492811954149517,0.9768593529366422,0.9314042069978069,0.9283270693277044
54,3.90625e-06,0.09839800712266014,0.10315948023558143,0.9357335853954211,0.9526307532439373,0.8739243880822304,0.9507317217508331,0.9758475922421855,0.9324305906685726,0.9288364663847677
55,3.90625e-06,0.09850475399174333,0.10405271588002062,0.9357212678493391,0.9526614564294701,0.875296054432058,0.9496687142998286,0.9753948478163941,0.9315442802087665,0.929762253909517
56,1.953125e-06,0.09830161339500466,0.10514945720383272,0.9349248909629733,0.95246910391743,0.8729286117950054,0.9488527464221699,0.9766730738447614,0.9310012243965498,0.9276245854019233
57,1.953125e-06,0.09822336699068564,0.1013443303377788,0.9371130993170483,0.9534088613307135,0.8762092324608091,0.9523217769451687,0.97696573270178,0.9336348547737391,0.9301381376900792
58,1.953125e-06,0.09823151137720476,0.102779494084679,0.9363798690822519,0.9531481083855035,0.8757501613979035,0.9506992616270332,0.9766673329067754,0.9327241639548917,0.9292901862214048
59,1.953125e-06,0.09820941343529496,0.10453797219676633,0.9357538140395903,0.9525774637491785,0.8755461801747948,0.9501866095320509,0.9761810457149338,0.930585470570178,0.9294461144964055
