epoch,lr,train_loss,val_loss,val_mean_auc,auc_any,auc_epidural,auc_intraparenchymal,auc_intraventricular,auc_subarachnoid,auc_subdural
24,0.000125,0.09862767449225993,0.09739459037252854,0.9368644705247945,0.9502828488942481,0.8703637923422372,0.9622465957156704,0.9780581034305708,0.9289470240709522,0.9312884586950885
25,0.000125,0.09880448977797256,0.09625198556097904,0.9350212446400604,0.9489531430654196,0.8645502519430339,0.9624104080635344,0.977823275113466,0.9272861327226701,0.9291042569322387
26,0.000125,0.09885123227467668,0.10149925009885241,0.9361207854698135,0.9489647921729675,0.8704283471870491,0.9619570106553222,0.977500261145556,0.9301415870702908,0.9277327145876952
27,0.000125,0.09901355839742054,0.10070925247822762,0.9357631563114905,0.9499035797851169,0.8706377889169239,0.9600398881297172,0.9794452098618965,0.9263104374280049,0.9282420337472834
28,6.25e-05,0.09588615232879955,0.09770972832532294,0.9403944653402042,0.953453050498979,0.8795397099275207,0.9634171080145725,0.9786260167053769,0.9320754638461457,0.9352554430486315
29,6.25e-05,0.09592173320931438,0.09991932144213027,0.9395878851490016,0.9539319217764325,0.8738392214431036,0.9636499533730405,0.9784822273984429,0.9335997898499422,0.9340241970530487
30,6.25e-05,0.09600778883793559,0.09455301303934593,0.9404119015145826,0.954312827335181,0.8700306150973818,0.9655463419407877,0.9816381665727814,0.9366739214920246,0.934269536649339
31,6.25e-05,0.09617094831765184,0.09879173910271787,0.9388990725474913,0.9538239139465771,0.8744426182322738,0.9601160749620387,0.9788588023962197,0.9306128464548151,0.9355401792930236
32,6.25e-05,0.09631691604454863,0.0982480504671863,0.9417913248276752,0.9545432757908798,0.8820313413231986,0.9647562807542951,0.9805919997341639,0.9333893610473237,0.9354356903161904
33,6.25e-05,0.09654486939839925,0.09701668646520732,0.9411594927655775,0.9541468656262972,0.8819725923136439,0.9631080034641862,0.9786869138169336,0.9351303993907187,0.9339121819816847
34,6.25e-05,0.09672419366330581,0.1037908871585527,0.9391359320107472,0.9534192303007644,0.8738673441321005,0.9632014412154158,0.9790013966615,0.9339755379019772,0.9313506418527256
35,6.25e-05,0.09665260050430158,0.09804957562224856,0.9404150853848581,0.9535169905653031,0.8790255805533096,0.9623147193421583,0.9792059330417214,0.93388569372702,0.9345415950796361
36,6.25e-05,0.0969010534851341,0.09862762591330144,0.9406641071687357,0.9530480342472958,0.8786048625359508,0.964880440043347,0.9796551344585587,0.9367875806843642,0.9310085910428988
37,3.125e-05,0.09458868988666713,0.09905622151166023,0.9433598229003608,0.9562403272034892,0.8834983615026416,0.9645093682991591,0.9797313696928319,0.9379798921320263,0.9381996185720164
38,3.125e-05,0.09455276758620457,0.09587385438971431,0.941614131354747,0.9549973488941502,0.8760698276655431,0.9649246048207762,0.9802990697553604,0.9363657376572078,0.9370281993354447
39,3.125e-05,0.09470773035532934,0.09954042337308827,0.9411022158415688,0.9548276150180409,0.8741539020306524,0.9643897539750255,0.9810313038897321,0.9352382579420785,0.9369724621938835
40,3.125e-05,0.09485354620989986,0.09906314355225722,0.9406973310164455,0.9535415962160022,0.8774432854069187,0.9636958234901466,0.9802629816032339,0.9337810211114672,0.9354592782709038
41,3.125e-05,0.09505816698968782,0.10210133475617542,0.9412984129577725,0.9543171907219128,0.8816788472658703,0.9621499663195413,0.9792646006372425,0.93463706419961,0.935742808602458
42,1.5625e-05,0.09363820792683666,0.10089432065327254,0.9422363171895611,0.954884089770747,0.8807928854388271,0.9638118589477568,0.9809152506046042,0.9348916583563405,0.9381221600190909
43,1.5625e-05,0.09349611177703232,0.10450508844564904,0.9420360843465772,0.9554060640391959,0.8784566086980994,0.9640676735889118,0.9810541412936598,0.9377694535144483,0.9354625649451475
44,1.5625e-05,0.09355497373741017,0.10956749166500113,0.9333091603140325,0.9473064530665157,0.8582935903406095,0.9600814616513306,0.9782227743794315,0.9357186393498288,0.9202320430964787
45,1.5625e-05,0.09362197180885051,0.10270312034877566,0.9420160439461208,0.9562752012522692,0.876727225197515,0.9626455278601265,0.9811606474068137,0.9381130438336477,0.9371746181263529
46,7.8125e-06,0.09280644100973853,0.09803723440809786,0.9440821050380803,0.9572422179795027,0.882335964218443,0.9655872153344145,0.9809097439368982,0.9388786283303776,0.9395388604288465
47,7.8125e-06,0.09276140992456385,0.09624381617330403,0.9434026236674367,0.9565862473659196,0.8796656900776938,0.9646717706127262,0.9812505677105915,0.9385837732103669,0.939657693027322
48,7.8125e-06,0.09288773091859222,0.09723817609417963,0.9435080506426526,0.957236787093152,0.8807741945342442,0.9635593200450866,0.9810012093716242,0.9390391421756932,0.9394376506361153
49,7.8125e-06,0.09296707676841481,0.09912126564635965,0.9421331200843843,0.9558199212853654,0.879493392743647,0.961636844865015,0.9804349675757824,0.9369711675361346,0.9384424265003615
50,7.8125e-06,0.09307239943588981,0.0988729978396078,0.9429446923820151,0.9562896606279924,0.8790001989092109,0.9637905148224918,0.9818691702301459,0.938421647748725,0.9382969619535249
51,3.90625e-06,0.09258124114466545,0.09725161145809565,0.9433445527363081,0.9572995325081536,0.8774689476304163,0.9640642785548763,0.9815574091324283,0.9399200838527312,0.9397570647392435
52,3.90625e-06,0.09254468779540853,0.09687376443540083,0.9436452580449798,0.9571358142725601,0.8795402710863189,0.9654423748904534,0.9812804963969284,0.9392678169877553,0.9392047746358629
53,3.90625e-06,0.09256966018590392,0.09971641138810904,0.943562368221095,0.9568930285096935,0.8807804320301156,0.9639712397592592,0.9815394255981228,0.9390137803207159,0.9391763031086635
54,3.90625e-06,0.0925079793157522,0.09966462231399202,0.9432657339019163,0.956888092581107,0.8794268954260724,0.963174584071173,0.9814309347682145,0.9389449303438224,0.9397289662211082
55,1.953125e-06,0.09236026532995928,0.09853258279228892,0.9436047475313307,0.9569601164786621,0.8802305395740408,0.9650998793198385,0.9813468633246866,0.9388834455124297,0.9391076409783263
56,1.953125e-06,0.09226628090894874,0.10081974612676789,0.9436923279900956,0.957347593697243,0.8794511763356054,0.9644298627037285,0.9813274531106982,0.9401265258188591,0.9394713562744395
57,1.953125e-06,0.09222302493342072,0.09679889239116835,0.9426340638154885,0.9559971585487673,0.8779014715655657,0.9639638727700826,0.9811133406037491,0.9379800962831809,0.9388484431215854
58,1.953125e-06,0.09239061895946596,0.09595780993324936,0.9440404519236698,0.9566983973241742,0.8826269034722263,0.9655994089042355,0.9813450181171999,0.9382932052646029,0.9396797784595804
