epoch,lr,train_loss,val_loss,val_mean_auc,auc_any,auc_epidural,auc_intraparenchymal,auc_intraventricular,auc_subarachnoid,auc_subdural
24,6.25e-05,0.09613337634513032,0.11662236962124246,0.9311988644627629,0.9430747638917848,0.8723445965674003,0.954015726830242,0.9739992865969845,0.9216624240523353,0.9220963888378311
25,6.25e-05,0.09623289807484192,0.09803162229385232,0.941305369070574,0.9527196387505431,0.8859623882020593,0.9635724816689675,0.9791731141445141,0.9353525158469388,0.9310520758104222
26,6.25e-05,0.09640134584299512,0.10037980196954699,0.9383813641278135,0.9493219160527955,0.8779610838963482,0.9615568288410801,0.9800538019334173,0.9366457172248178,0.9247488368184215
27,6.25e-05,0.09668181500005422,0.0986484994097217,0.9416514499521463,0.9540970516114543,0.8821167453756629,0.9629481904507705,0.9815880327328542,0.9363455620267546,0.9328131175153821
28,6.25e-05,0.09682911011065912,0.11385502175800574,0.9343348512171913,0.9448172515650809,0.8769469836160623,0.9563376015586492,0.9775664490802913,0.9244632817070398,0.9258775397760237
29,6.25e-05,0.09701140203319362,0.11109888456474347,0.932767035926226,0.9454876585665083,0.8690990483264776,0.9544036700943732,0.9774642230061859,0.9220345680512941,0.9281130475125163
30,6.25e-05,0.09717919243464153,0.09808676044048661,0.940500749547545,0.9530501642179345,0.8769355014437321,0.962364860631115,0.9810276740165168,0.9384845027484439,0.9311417942275275
31,6.25e-05,0.09714961496444277,0.09410324044276354,0.9420153556798971,0.9536271326760248,0.8826046082015172,0.9633652124943197,0.9818808863763976,0.9363679950978596,0.9342462992332642
32,6.25e-05,0.09743906107440219,0.10154348445638783,0.93887075357853,0.9513196812459357,0.8771108204020763,0.9610473429673553,0.9796360348501101,0.9340949486604995,0.9300156933452036
33,6.25e-05,0.09756338682523852,0.09825898381579173,0.9400570259939068,0.9527194505372859,0.8780978339788387,0.9619309181760032,0.9803363082008845,0.9344934831221763,0.9327641619482518
34,6.25e-05,0.0974606735290229,0.09952434031945598,0.9394157302609395,0.9503726431404349,0.8860284106929587,0.9587942861264281,0.9813695480580947,0.9281559403098144,0.931773553237906
35,6.25e-05,0.09779311967572575,0.10021531986133693,0.9406744818549709,0.9529608785785649,0.8814846215726363,0.9615638966135474,0.9800752574059179,0.9362593592017187,0.9317028777574394
36,3.125e-05,0.09516861140150884,0.11104820317213349,0.9353435446843257,0.9465062385424821,0.8777699229934731,0.9561589066019096,0.9770855606338917,0.9244200330701315,0.9301206062640657
37,3.125e-05,0.09523453410951632,0.09769089837699031,0.9416523213146933,0.9544225606926836,0.8801906109672529,0.9630391269067634,0.9810994528509687,0.9360980346407605,0.9350641418297307
38,3.125e-05,0.09535805392877597,0.11390408241132284,0.9398061980433359,0.953487101294352,0.8800282418273264,0.9617475491804709,0.9809928704025551,0.9331111089125602,0.9294703166427506
39,3.125e-05,0.09554845731529253,0.09633658013198161,0.943142784472612,0.9553240763329524,0.8860145975533131,0.9633272061052413,0.9809708174092278,0.9366201158848325,0.9365998935501041
40,3.125e-05,0.09571122494884257,0.09692191075105037,0.9425087881553704,0.9552629314490078,0.8826636377904709,0.9642628547996355,0.979788547434662,0.9373265829183666,0.9357481745400791
41,3.125e-05,0.09575268754624593,0.09837182280044071,0.9413938854497855,0.9540521843007662,0.882160494178884,0.962791025407449,0.980503419245808,0.9340809544914491,0.9347752350743569
42,3.125e-05,0.09602837657762044,0.1561848760537317,0.9123038775874254,0.9142785213168841,0.8439646378445149,0.9482229148056884,0.971068128440213,0.9092940166476631,0.886995046469589
43,3.125e-05,0.09593670906977139,0.09614682560812089,0.942320516273794,0.955150374892648,0.8813078781342661,0.9636087612060569,0.9807510692543063,0.9371133156295022,0.9359916985259851
44,1.5625e-05,0.09452789496010476,0.09684545326650172,0.943691688715187,0.9562998521603544,0.8869620926008709,0.9639956112535835,0.9812408125908408,0.937561965273653,0.9360897984118203
45,1.5625e-05,0.09420880777191554,0.0973042679298449,0.9438596663864462,0.9558620235852647,0.888182548237642,0.9634915973298762,0.9829483586492466,0.9376244767497942,0.9350489937668539
46,1.5625e-05,0.09456941033739685,0.0989586314356695,0.9440358878010281,0.9565731988712537,0.8885181859479967,0.9632120311401284,0.9812072277087853,0.9366322471745973,0.9380724359634067
47,1.5625e-05,0.09466724365334946,0.09414237710249845,0.9443319277461125,0.9556362517261453,0.8911793952158535,0.9647196922221727,0.9811537114271748,0.9370197025101523,0.9362828133751762
48,1.5625e-05,0.09463756441264512,0.09685521817631865,0.9431254049365956,0.9558870976139928,0.8849669140772641,0.9633318605873863,0.9818013950484571,0.9377863391705252,0.934978823121948
49,1.5625e-05,0.09491824224781809,0.09645708309534398,0.9436457292000456,0.9565103011615557,0.8851444560877701,0.964573959995078,0.9812560533202948,0.9384161670754204,0.9359734375601552
50,1.5625e-05,0.09481336503609757,0.09467264077559129,0.9447305480120498,0.9563651643156905,0.8898841543777206,0.9638952719613917,0.9827417822750137,0.9372185751796246,0.9382783399628578
51,1.5625e-05,0.09490872252244444,0.10174962901935407,0.9405160051179738,0.9548108187807707,0.8785048467717053,0.9630760733255382,0.9788208032303481,0.933236995581266,0.9346464930182142
52,1.5625e-05,0.0949534393876935,0.09658690869656965,0.9424812027380275,0.9552977918487348,0.8806689125105088,0.9639805096102539,0.9825163405626123,0.9386344635494591,0.9337891983465961
53,1.5625e-05,0.09512102460075793,0.09864540012936955,0.9427706741558238,0.9554888864927857,0.8838433878313491,0.9623806584911013,0.9804025487806264,0.9394681697530984,0.9350403935859818
54,1.5625e-05,0.09524352239013685,0.1023973063925447,0.9425948936131706,0.9550119296746078,0.8834525623115046,0.9629160608343164,0.9822641736125348,0.936047210818221,0.9358774244278395
55,7.8125e-06,0.09401638417152633,0.09630425794377188,0.944885646605453,0.9572010251375559,0.8890027034040929,0.9639989300166928,0.9818224425221553,0.9392076375459572,0.9380811410062645
56,7.8125e-06,0.0940358837945605,0.09519063062833918,0.944476926474643,0.9568025633047961,0.887658598584464,0.963998709026574,0.9811456330508891,0.9392349938006754,0.938021061080459
57,7.8125e-06,0.09429002098284409,0.09434600057109845,0.9436977917957772,0.9562091635420105,0.8862600181953583,0.9635782411017059,0.9806021549559657,0.9373207135726714,0.9382164594069515
58,7.8125e-06,0.0942904573065646,0.09669240790496116,0.9449219768844186,0.956969440936973,0.8894841344867996,0.9637773121296509,0.9819492985626682,0.9385154964270996,0.9388361787633207
59,7.8125e-06,0.09427503819372976,0.09641696584743217,0.9443438116000213,0.9570747354787666,0.887783866494624,0.9645294451536554,0.9805093918218235,0.9377852202651585,0.9383802103861004
60,3.90625e-06,0.09366971335711796,0.09591937166149957,0.944830833746294,0.9567612282253496,0.8886539863771364,0.9650217426897446,0.9818013924162067,0.9392265293797264,0.9375201233896008
61,3.90625e-06,0.09362465642440806,0.09744917513488591,0.9444785089239162,0.9570456443182301,0.8877604273232881,0.9638481384848464,0.9813867761365533,0.9392423648351521,0.9375877024454264
62,3.90625e-06,0.09387445689158526,0.10059424076762206,0.9439853847683035,0.9565399188881895,0.8870907490468503,0.9638588809514105,0.9807878812752756,0.9388127463971935,0.9368221320509013
63,3.90625e-06,0.09394499212885511,0.09825137034012364,0.9438026491670596,0.9561270939414492,0.8880852303522334,0.9626157215734151,0.9808251723658062,0.9370829618861964,0.9380797148832565
64,1.953125e-06,0.09344378384635996,0.1116829232578341,0.9430190287746227,0.9563283104358544,0.8846830756405801,0.9625762836377272,0.9801921135273989,0.9370918012385928,0.9372425881675832
65,1.953125e-06,0.09354203962941796,0.09754081808914973,0.9440047856752165,0.9571167824640828,0.8860689652076366,0.9639649464300396,0.9809697671413432,0.9378881085211005,0.9380201442870966
66,1.953125e-06,0.09360448019308043,0.09596592061024475,0.9442728722416498,0.9570792834869,0.887079115793305,0.9632614820794224,0.9815909834854825,0.9383867496792373,0.9382396189255511
67,1.953125e-06,0.09351980648050201,0.09972027796892913,0.9423444704402307,0.954252218356159,0.8888090388696569,0.9618120919847705,0.9788196950529562,0.9339645883333191,0.9364091900445229
68,1e-06,0.09349753772647415,0.09465922340193585,0.9446197033258947,0.9574077666249401,0.8876270226105556,0.9642265537502336,0.9806398540452985,0.9387699217665294,0.9390471011578111
69,1e-06,0.09336328871957317,0.0937737804051101,0.9440943868638136,0.9567073855847587,0.8870039205143598,0.9632828966086191,0.9810706612967778,0.93844484638666,0.9380566107917065
